text,cefr_level
Cyclothymia is classified in DSM - 5 as a subtype of bipolar disorder .,C2
"It can sometimes be difficult to distinguish anaphylaxis from asthma , syncope , and panic attacks .",C2
Sometimes it is difficult to tell the difference between anaphylaxis ; asthma ; fainting caused by not having enough oxygen ; and panic attacks .,C2
"Siboglinid tube worms , which may grow to over 2 m tall in the largest species , often form an important part of the community around a hydrothermal vent .",C2
"Correlation diagrams , which connect the molecular orbitals of the reactant to those of the product having the same symmetry , can then be constructed for the two processes .",C2
The function of masturbation in males is to flush out old sperm with low motility from the male 's genital tract .,C2
"Female amphiumas lay their eggs in wet mud , and then remain coiled around them for about five months , until they hatch .",C2
It can be made by reacting ammonium nitrate with potassium hydroxide .,C2
Potassium nitrate can be made by combining ammonium nitrate and potassium hydroxide .,C2
Synthesis of polyesters is generally achieved by a polycondensation reaction .,C2
"He is best known for his 1837 discovery of Purkinje cells , large neurons with many branching dendrites found in the cerebellum .",C2
It is prepared by the reaction of hydrogen peroxide and lithium hydroxide .,C2
"Cofactors can be divided into two types , either inorganic ions , or complex organic molecules called coenzymes .",C2
"Neutrophils are the most abundant white blood cell , constituting 60 - 70 % of the circulating leukocytes , and including two functionally unequal subpopulations : neutrophil-killers and neutrophil-cagers .",C2
"Instruments for measuring voltages include the voltmeter , the potentiometer , and the oscilloscope .",C2
"Sclerophyllous plants occur in many parts of the world , but are most typical in the chaparral biomes .",C2
An example of an electrocyclic reaction is the conrotatory thermal ring-opening of benzocyclobutane .,C2
An often studied electrocyclic reaction is the conrotatory thermal ring-opening of benzocyclobutene .,C2
"Octopuses and most cuttlefish can operate chromatophores in complex , undulating chromatic displays , resulting in a variety of rapidly changing color schemata .",C2
Sexual reproduction first probably evolved about a billion years ago within ancestral single -celled eukaryotes .,C2
"After 1932 he withdrew from tournament play , mostly because his symptoms of schizophrenia prevented normal life .",C2
Epidemiological practice and the results of epidemiological analysis make a significant contribution to emerging population - based health management frameworks .,C2
Hummingbirds are specialized nectarivores and are tied to the ornithophilous flowers upon which they feed .,C2
"Corticosteroids , such as dexamethasone and budesonide , have been shown to improve outcomes in children with all severities of croup .",C2
"Corticosteroids , such as dexamethasone and budesonide , can be used to treat croup .",C2
"The skin is covered in chromatophores , which enable the squid to change color to suit its surroundings , making it effectively camouflaged .",C2
"With the use of aniline dyes he was able to find a structure which strongly absorbed basophilic dyes , which he named chromatin .",C2
"Many fish change sex over the course of their lifespan , a phenomenon called sequential hermaphroditism .",C2
Barium bromide can be prepared from barium sulfide or barium carbonate via reaction with hydrobromic acid to give hydrated barium bromide .,C2
Barium bromide can be made by reacting barium carbonate with hydrobromic acid .,C2
"RNA viruses generally have very high mutation rates compared to DNA viruses , because viral RNA polymerases lack the proofreading ability of DNA polymerases .",C2
Chlorophyll molecules are arranged in and around photosystems that are embedded in the thylakoid membranes of chloroplasts .,C2
"Although most of a cell 's DNA is contained in the cell nucleus , the mitochondrion has its own independent genome that shows substantial similarity to bacterial genomes .",C2
